00000000-0000-0000-0000-000000000000,ZeroGuid
00000000-0ED6-4E09-BBF9-28325DB6BA30,BSODDxeRuntime
00026AEB-F334-4C15-A7F0-E1E897E9FE91,NvmeRecovery
000AC7B6-F44D-4220-BD8B-521D30DEA80F,HpGraphicsDetectDxe
0013BE6B-2198-43F1-93BA-2A7ED7B1E1CC,SystemUsbSwitchDxe
00160F8D-2B35-4DF2-BBE0-B272A8D631F0,FirmwarePerformanceDxe
001D24D1-4AB1-B202-42D1-0FB9F4E4AD36,BiosPowerOnPortingSmm
0029231B-72EF-4FA5-BD37-7018A046FB0D,LenovoMultipleKeyboardService
0029DE6A-E024-4EB8-A91D-9F23AA1F4E92,NetworkStackSetupScreen
003443BE-0997-42D9-BB92-FCDF6926DCEE,FchSmbusDxe
00364A4C-6A0A-4F08-8FFD-0937F3DBB13E,IdeBusBoard
0049858F-8CA7-4CCD-918B-D952CBF32975,VirtioFdtDxe
00504624-8A59-4EEB-BD0F-6B36E96128E0,FpNvStorage
0053D9D6-2659-4599-A26B-EF4536E631A9,ShellAliasGuid
0062F7D1-F7DB-44FA-ABEE-F7A3CC636E0B,PhStallPpi
0065B106-EB27-4A3C-851C-EC77D51EDCD6,AbsoluteActivateDxe
0065D394-9951-4144-82A3-0AFC8579C251,EfiPeiRscHandlerPpiGuid
0067835F-9A50-433A-8CBB-852078197814,EfiCpuCsrAccess
00720665-67EB-4A99-BAF7-D3C33A1C7CC9,EfiTcp4ServiceBindingProtocolGuid
0072F4B5-74D5-4CC8-AFF6-CC9469D33F7B,UsbMediaCardReaderConfigDxe
00781CA1-5DE3-405F-ABB8-379C3C076984,AmiRomLayoutGuid
007A2B20-8383-4CD2-AF81-2994473434D8,UsbOcUpdateDxeBigPineKey
007AF6DC-BB4A-4D2A-8B57-A96A307275B5,FJFP_PBA_64
0086AF89-AE1A-4435-A698-0815E850A004,AsusSetupReserveVariableItem
0090F816-86A1-4638-97C8-4D1BD79E7E5F,SmcPeiReportStatusConOut
00A2B266-B5CF-43A8-8547-CBEBFDEC894C,SmmSvcCallback
00A480CE-D751-4B11-89FB-7DCEBBB22F4D,DellPmPolicyProtocol
00B46EC9-2712-486B-A6A4-E2933581C28B,HstiPlatformDxe
00B8E6B5-83CE-448A-8AC6-CCBC9D5F3BE3,FchTaishanSmmInit
00C86DB8-013B-4FF4-B8E9-208F4FCF1C00,LibSignal
00CA959F-6CFA-4DB1-95BC-E46C47514390,EfiTlsProtocolGuid
00D6B14B-7DD0-4062-8821-E5F96A2A1B00,FspReservedMemoryResourceHobMiscGuid
00D6E846-49C7-4517-AC79-A70E8BC0553C,AmdMemChanXLatSspPei
00DBD91D-55E9-420F-9639-5E9F8437B44F,EfiExtendedSalStatusCodeServicesProtocolGuid
00DC20A3-66A2-4D14-BBD7-5BA938E556DE,LenovoSmbios
00E98021-F4FE-46CC-AB2D-894C373AFA01,DxeEnhancedSpeedstepProtocol
00EEAB3B-4719-432D-A2DC-C97A2C62BFDD,DellPermDevConfigPei
00F02769-AE45-41CF-AA58-6377B87BA99A,DeviceLayoutLoadPei
010216CD-9C09-4EB5-B7DA-D0A2865092D4,ProjectDXE
0102ADD8-037F-46FC-A9F2-41D352D2F695,TouchPad_Elan_2nd
010574D3-9CA7-4265-A536-D10E7A8CDCB0,OemSolPei
011A7546-DB4E-4119-A216-9A3167B6AF56,ComputraceDxe
01237498-4E20-42E5-BF75-1CD3B20F7CE3,PlatformStatusCodeHandlerPei
01239999-FC0E-4B6E-9E79-D54D5DB6CD20,EfiServerMgmtSetupVariable
0127B951-E840-480A-A083-087A9AE17353,LEMSetVariableCtlSmm
013295AB-6680-4C41-9C98-C41AA6F5188B,FlabLoadUadmDxe
013464B6-AC20-4E86-A2F9-23CC4650DDC2,MemoryDiagnostic
0135229A-EBB5-4A21-957D-1D20057CF751,TCMPEI
0135229A-EBB5-4A21-957D-1D20057CF752,TCMDXE
01359D99-9446-456D-ADA4-50A711C03ADA,CpuPei
01359D99-9446-456D-ADA4-50A711C03ADB,CpuPeim
01368881-C4AD-4B1D-B631-D57A8EC8DB6B,AmiGlobalVariableGuid
013A1234-DB4E-3123-CEA6-9A31982CAE96,DiskSanitizer
013A65AC-DB4E-3123-CEA6-9A31982CAE96,HddDiagnostic
013A65AC-DB4E-4119-CEA6-9A31982CAE96,ABCTDxe
013A65AC-DEAC-3123-CEA6-9A3198223E96,MemTest
0154DD51-9079-4A10-895C-9C0772815788,PlatformBootManagerStringPackGuid
0155DB6A-3C05-46F6-9341-FEFA4085E61E,FjPostScreenMfgErrorCheckDxe
01631791-F34E-4C0A-B15D-0B6CE22B27A8,TcgPeiAfterMem
01637772-B022-4047-BD52-35454C1C6B9F,Armani_EcCommunicationSmm
0167CCC4-D0F7-4F21-A3EF-9E64B7CDCE8B,ScsiBus
0167CCC4-D0F7-4F21-A3EF-9E64B7CDCE8C,SystemAhciBusDxe
0170F60C-1D40-4651-956D-F0BD9879D527,Virtio10
0174B2B5-F505-4B12-AA60-59DFF8D6EA37,ShellNetwork2HiiGuid
017CB4B7-B80C-4040-B6C8-EA982BBB25B7,AmiSmbusHob
017EA01C-4988-4CD9-8A6C-3480E386A325,LegacyStr
017F2629-2D3E-4EA9-9E59-88DA4D98C027,SpiProtectionPei
01806607-245B-47A8-952A-DC8C5C6A5316,OemDeviceDetect
